"id","age_group","sentence","n_letters","trialtime","error_percent","backspaces"
206,"old",25,22,33834,0.681818181818182,0
206,"old",26,23,74102,0.869565217391304,3
206,"old",28,16,49484,0.9375,3
206,"old",29,12,55805,1.5,1
206,"old",31,21,47189,0.904761904761905,6
206,"old",33,23,60667,0.782608695652174,0
206,"old",35,12,20336,1,0
206,"old",37,14,21836,0.785714285714286,0
206,"old",39,18,34166,0.111111111111111,0
206,"old",40,11,60053,1.18181818181818,2
206,"old",43,21,59530,0.19047619047619,0
206,"old",44,17,36587,0.882352941176471,0
206,"old",45,20,33355,0.85,2
206,"old",46,21,30323,0.761904761904762,0
206,"old",48,21,35491,0.761904761904762,0
206,"old",49,18,40636,1,0
207,"old",1,19,17352,0,0
207,"old",2,18,19550,0,2
207,"old",3,15,18958,1.33333333333333,0
207,"old",4,19,15775,0.0526315789473684,0
207,"old",6,13,12336,0.769230769230769,0
207,"old",7,21,19570,0,0
207,"old",8,20,27935,0.95,3
207,"old",9,18,15543,0,0
207,"old",10,12,21122,1,5
207,"old",11,14,10071,0.785714285714286,0
207,"old",12,24,23606,0.708333333333333,5
207,"old",13,18,15440,0.833333333333333,3
207,"old",14,19,20362,0.894736842105263,2
207,"old",15,19,32671,0,4
207,"old",16,11,32365,1.36363636363636,5
207,"old",17,22,14796,0.681818181818182,0
207,"old",18,24,16078,0.791666666666667,0
207,"old",19,12,20782,1.58333333333333,1
207,"old",20,22,22578,0.0454545454545455,0
207,"old",22,17,21514,0.941176470588235,1
207,"old",23,21,15829,0.380952380952381,0
207,"old",25,22,12072,0.863636363636364,0
207,"old",26,23,30885,0.826086956521739,5
207,"old",27,18,13566,0,0
207,"old",28,16,24633,0,6
207,"old",29,12,25534,0,9
207,"old",30,20,25581,0,1
207,"old",31,21,9111,0.80952380952381,0
207,"old",32,22,14170,0.818181818181818,1
207,"old",33,23,21973,0.869565217391304,0
207,"old",34,18,13094,0.777777777777778,1
207,"old",35,12,14385,1.16666666666667,0
207,"old",36,19,17609,1.05263157894737,0
207,"old",37,14,10828,0,0
207,"old",38,10,5928,0.9,0
207,"old",39,18,21277,0,0
207,"old",40,11,11265,0.0909090909090909,0
207,"old",41,15,30084,1.06666666666667,8
207,"old",42,15,15434,0,0
207,"old",43,21,28705,0,0
207,"old",44,17,14092,0.882352941176471,0
207,"old",45,20,8446,0.8,1
207,"old",46,21,28216,0,5
207,"old",47,22,13642,0.818181818181818,0
207,"old",48,21,23896,0.761904761904762,1
207,"old",49,18,16465,0.0555555555555556,0
207,"old",50,18,18723,0,0
208,"old",1,19,11064,0,0
208,"old",2,18,9579,0,0
208,"old",3,15,8796,0,0
208,"old",4,19,10366,0,0
208,"old",5,13,15807,0,6
208,"old",6,13,7580,0,0
208,"old",7,21,12140,0,0
208,"old",8,20,14023,0.05,3
208,"old",9,18,10181,0,0
208,"old",10,12,6693,0,0
208,"old",11,14,7276,0,0
208,"old",13,18,9866,0,0
208,"old",14,19,9092,0,0
208,"old",15,19,9575,0,0
208,"old",16,11,5582,0,0
208,"old",17,22,14946,0,1
208,"old",18,24,13738,0,0
208,"old",19,12,7506,0,0
208,"old",20,22,11269,0,0
208,"old",21,22,10845,0,0
208,"old",22,17,12224,0,0
208,"old",23,21,13617,0,0
208,"old",24,11,5156,0,0
208,"old",25,22,13393,0,0
208,"old",26,23,13082,0,0
208,"old",27,18,9589,0,0
208,"old",28,16,18443,0,9
208,"old",29,12,7219,0,0
208,"old",30,20,11672,0,0
208,"old",31,21,12275,0.0476190476190476,0
208,"old",32,22,12183,0,0
208,"old",33,23,12274,0.0434782608695652,0
208,"old",34,18,11796,0,0
208,"old",35,12,6416,0,0
208,"old",36,19,9649,0,0
208,"old",37,14,13292,0,6
208,"old",38,10,4914,0,0
208,"old",39,18,12033,0,1
208,"old",40,11,5488,0,0
208,"old",41,15,9747,0,0
208,"old",42,15,8625,0,0
208,"old",43,21,16276,0,0
208,"old",44,17,9275,0,0
208,"old",45,20,11098,0,0
208,"old",46,21,13083,0,0
208,"old",47,22,18757,0,3
208,"old",48,21,12053,0,0
208,"old",49,18,11388,0,2
208,"old",50,18,10776,0,0
209,"old",1,19,22476,0,0
209,"old",2,18,17226,0,0
209,"old",3,15,18532,0,1
209,"old",4,19,18463,0,0
209,"old",5,13,20686,0,1
209,"old",6,13,13554,0,1
209,"old",7,21,22542,0,0
209,"old",8,20,17869,0,0
209,"old",9,18,22543,0,2
209,"old",10,12,9755,0,0
209,"old",11,14,11778,0,0
209,"old",12,24,22066,0,0
209,"old",13,18,19992,0,0
209,"old",14,19,17037,0,0
209,"old",15,19,20283,0,0
209,"old",16,11,8609,0,0
209,"old",17,22,41810,0,8
209,"old",18,24,22563,0.0416666666666667,0
209,"old",19,12,10367,0,0
209,"old",20,22,19079,0,0
209,"old",21,22,22792,0,0
209,"old",22,17,15737,0,0
209,"old",23,21,35850,0,7
209,"old",24,11,27187,0,8
209,"old",25,22,22920,0,0
209,"old",26,23,30118,0,2
209,"old",27,18,34323,0,2
209,"old",28,16,21034,0,0
209,"old",29,12,11404,0,0
209,"old",30,20,30986,0,0
209,"old",31,21,18644,0,0
209,"old",32,22,24399,0,0
209,"old",33,23,26570,0,0
209,"old",34,18,17367,0,0
209,"old",35,12,18924,0,5
209,"old",36,19,47770,0,12
209,"old",37,14,13094,0,0
209,"old",38,10,10089,0,0
209,"old",39,18,20042,0,1
209,"old",40,11,8581,0,0
209,"old",41,15,32689,0,5
209,"old",42,15,14361,0.0666666666666667,0
209,"old",43,21,43679,0,7
209,"old",44,17,13190,0,0
209,"old",45,20,20894,0,0
209,"old",47,22,23576,0.0454545454545455,1
209,"old",48,21,46664,0,7
209,"old",49,18,29265,0,1
209,"old",50,18,15214,0,0
211,"old",2,18,48362,0.0555555555555556,10
211,"old",3,15,21318,0,4
211,"old",4,19,17101,0,0
211,"old",5,13,13549,0,0
211,"old",7,21,40844,0,5
211,"old",8,20,24999,0,2
211,"old",9,18,15897,0,0
211,"old",11,14,9814,0,0
211,"old",12,24,18619,0,0
211,"old",13,18,30496,0,6
211,"old",15,19,20853,0.0526315789473684,0
211,"old",18,24,20689,0.416666666666667,1
211,"old",20,22,22403,0,1
211,"old",21,22,22843,0,1
211,"old",22,17,30156,0.0588235294117647,1
211,"old",23,21,48644,0.0476190476190476,4
211,"old",24,11,22137,0,5
211,"old",25,22,18258,0,0
211,"old",27,18,16976,0,0
211,"old",29,12,23417,0,3
211,"old",31,21,16739,0,0
211,"old",33,23,25592,0,2
211,"old",34,18,16973,0,1
211,"old",36,19,22848,0,1
211,"old",37,14,18089,0,2
211,"old",38,10,7832,0,0
211,"old",39,18,36730,0,12
211,"old",40,11,17290,0,3
211,"old",41,15,18367,0,2
211,"old",42,15,26999,0,8
211,"old",43,21,54677,0,7
211,"old",44,17,46774,0.176470588235294,14
211,"old",45,20,25260,0.15,4
211,"old",46,21,55469,0,17
211,"old",48,21,30216,0,4
211,"old",49,18,32680,0,7
211,"old",50,18,24873,0,0
